id,difficulty,flesch_reading_ease,polysyllable_count,coleman_liau_index,freqlemfilms2_mean,freqlemfilms2_median,freqlemfilms2_max,freqlemfilms2_min,freqlemfilms2_25%,freqlemfilms2_75%,freqlemlivres_mean,freqlemlivres_median,freqlemlivres_max,freqlemlivres_min,freqlemlivres_25%,freqlemlivres_75%,freqfilms2_mean,freqfilms2_median,freqfilms2_max,freqfilms2_min,freqfilms2_25%,freqfilms2_75%,nblettres_mean,nblettres_median,nblettres_max,nblettres_min,nblettres_25%,nblettres_75%,nbsyll_mean,nbsyll_median,nbsyll_max,nbsyll_min,nbsyll_25%,nbsyll_75%
80,B2,53.97,4,17.97,3835.1123076923077,151.1,13589.7,0.02,9.73,8720.38,4619.563076923077,276.35,20879.73,0.34,8.11,3507.16,3822.039230769231,40.44,13589.7,0.0,2.41,8720.38,6.230769230769231,6.0,14.0,1.0,4.0,9.0,1.9230769230769231,1.0,5.0,1.0,1.0,3.0
81,A1,108.28,0,1.52,685.6633333333334,379.38,1554.44,123.17,251.275,966.9100000000001,327.74666666666667,140.07,789.66,53.51,96.78999999999999,464.865,442.3066666666667,378.44,836.29,112.19,245.315,607.365,4.666666666666667,5.0,6.0,3.0,4.0,5.5,1.6666666666666667,2.0,2.0,1.0,1.5,2.0
82,C2,78.08,2,7.09,4526.349749999999,796.665,25220.86,5.13,172.98250000000002,6117.695,6778.005749999999,3031.995,38928.92,12.16,323.47749999999996,6688.700000000001,4257.16,757.68,25220.86,1.63,35.485,4695.1725,4.1,3.5,10.0,2.0,2.0,5.0,1.275,1.0,3.0,1.0,1.0,1.0
83,C2,56.0,2,15.81,3909.148,421.705,13222.93,0.05,1.305,6055.71,5989.182000000001,961.185,20879.73,0.41,2.97,10624.93,3908.192,418.575,13222.93,0.0,0.3725,6055.71,5.7,4.5,11.0,2.0,3.0,9.0,1.9,1.5,4.0,1.0,1.0,2.0
84,C1,89.75,1,10.32,4297.302857142857,1071.435,25220.86,2.77,64.4375,5385.835,5863.353571428571,2209.12,38928.92,8.85,103.125,4624.4775,3990.012142857143,997.23,25220.86,1.23,43.220000000000006,3315.17,4.857142857142857,3.5,11.0,2.0,2.25,7.75,1.5,1.0,3.0,1.0,1.0,2.0
85,C2,29.36,9,14.58,4536.656610169492,1351.46,25220.86,0.01,78.26,6055.71,5578.932542372881,1466.42,38928.92,0.0,50.915,9160.27,3595.305254237288,372.72,25220.86,0.01,39.010000000000005,5517.33,4.491525423728813,4.0,12.0,1.0,2.0,6.0,1.4576271186440677,1.0,4.0,1.0,1.0,2.0
86,C1,36.21,9,18.93,4240.457441860465,651.73,25220.86,0.0,23.05,5786.115,6159.7683720930245,741.35,38928.92,0.2,24.425,9274.085,3809.8565116279065,651.73,25220.86,0.0,8.004999999999999,5344.98,5.232558139534884,5.0,12.0,1.0,3.0,8.0,1.5813953488372092,1.0,4.0,1.0,1.0,2.0
87,B2,56.0,3,18.95,2374.284545454545,438.57,12909.08,0.69,50.285,3055.225,3020.326363636363,492.5,20879.73,0.95,47.975,1890.305,1921.1000000000001,108.83,12909.08,0.23,50.285,1399.7800000000002,5.909090909090909,4.0,13.0,1.0,4.0,8.5,2.0,1.0,4.0,1.0,1.0,3.0
88,B2,83.66,1,7.95,5821.875789473685,1913.83,25220.86,1.75,134.95,12498.35,7344.896842105263,1639.19,38928.92,1.55,115.37,13175.744999999999,4639.187894736841,395.71,25220.86,0.65,8.3,8653.36,3.789473684210526,3.0,10.0,1.0,2.0,5.0,1.4736842105263157,1.0,3.0,1.0,1.0,2.0
89,C2,43.31,7,16.14,5352.452631578946,234.85,32236.5,0.01,14.344999999999999,7444.8150000000005,7218.183421052631,407.4,38928.92,0.0,10.46,10365.69,4913.352105263158,168.11,25220.86,0.01,6.445,7444.8150000000005,5.2631578947368425,4.0,15.0,1.0,2.25,7.75,1.6842105263157894,1.0,5.0,1.0,1.0,2.0
90,A2,103.2,0,-0.81,5869.995,1104.5149999999999,18559.22,67.17,164.535,12555.99,6651.2575,1282.535,19209.05,47.09,142.4475,14178.345,4266.78875,837.975,13652.76,29.54,147.20749999999998,7810.782499999999,3.25,3.0,7.0,1.0,1.75,4.25,1.25,1.0,2.0,1.0,1.0,1.25
91,C2,54.73,8,12.83,6338.387142857143,283.82,32236.5,0.07,21.495,12549.74,7992.783142857142,427.5,38928.92,0.47,16.384999999999998,11712.869999999999,4878.474857142857,277.53,25220.86,0.04,11.04,6055.71,4.428571428571429,3.0,10.0,1.0,2.0,6.5,1.542857142857143,1.0,3.0,1.0,1.0,2.0
92,B2,107.26,0,14.5,10773.195,5413.915,32236.5,28.45,3586.2025,12600.907500000001,7399.525,7246.385,15085.47,19.86,2905.8450000000003,11740.065,2782.9,2532.97,6055.71,9.95,222.8525,5093.0175,5.0,5.0,7.0,3.0,3.75,6.25,1.0,1.0,1.0,1.0,1.0,1.0
93,B1,59.3,5,17.68,3120.7960000000007,281.09,25220.86,7.22,71.285,2174.0150000000003,4696.785333333333,292.43,38928.92,2.91,17.095,3400.27,2967.239333333334,82.08,25220.86,0.34,55.265,2174.0150000000003,5.133333333333334,3.0,12.0,1.0,2.0,9.0,1.6,1.0,3.0,1.0,1.0,2.5
94,A2,96.86,1,9.06,7966.304285714286,5946.15,18559.22,57.51,1332.5349999999999,14268.09,6683.282857142856,3507.16,23633.92,35.68,986.455,8816.654999999999,4784.787142857143,1321.79,14946.48,17.42,736.055,7867.8550000000005,5.0,4.0,12.0,2.0,3.5,5.0,1.5714285714285714,1.0,4.0,1.0,1.0,1.5
95,A1,96.86,1,3.26,7031.867142857144,3737.75,22287.83,160.8,499.775,11018.57,4455.028571428571,2307.97,13841.89,96.82,410.44,7058.82,5667.988571428571,3737.75,18188.15,27.42,258.28999999999996,8603.01,4.0,3.0,9.0,2.0,2.5,4.5,1.5714285714285714,1.0,3.0,1.0,1.0,2.0
96,A2,117.92,0,4.31,6891.851428571428,3848.99,32236.5,21.43,1986.3449999999998,4081.6749999999997,4025.454285714285,2307.97,15085.47,7.5,1223.38,4165.24,4941.717142857143,3675.68,19417.69,21.43,1782.89,3955.72,3.2857142857142856,3.0,5.0,2.0,3.0,3.5,1.0,1.0,1.0,1.0,1.0,1.0
97,B1,111.83,0,2.43,7974.762857142857,3587.9849999999997,32236.5,9.67,618.96,11339.6175,7808.813571428572,3591.895,38928.92,3.92,738.7874999999999,11783.75,4847.657142857142,2797.59,25220.86,9.67,495.615,5460.29,3.2142857142857144,3.0,8.0,1.0,2.0,4.0,1.1428571428571428,1.0,2.0,1.0,1.0,1.0
98,B1,81.13,2,6.22,7760.569459459458,4346.55,32236.5,0.49,66.82,13222.93,9313.885675675674,3086.76,38928.92,0.47,80.88,15085.47,5754.811351351353,3330.88,25220.86,0.49,23.36,6350.91,3.7567567567567566,3.0,11.0,1.0,2.0,5.0,1.2972972972972974,1.0,4.0,1.0,1.0,1.0
99,C2,67.93,4,12.3,5180.350952380953,4394.7,25220.86,0.34,27.58,7907.85,6804.9776190476205,3867.84,38928.92,3.38,107.5,9587.97,4741.411904761905,175.56,25220.86,0.14,14.25,7907.85,5.095238095238095,4.0,10.0,1.0,2.0,8.0,1.6666666666666667,1.0,3.0,1.0,1.0,2.0
100,B2,72.24,2,12.02,6183.600416666667,828.01,32236.5,0.3,79.5675,12113.315,5222.212083333333,430.98,38928.92,0.2,70.8775,5027.362499999999,4432.269166666666,504.32,25220.86,0.1,53.9625,8952.7925,4.5,4.0,12.0,1.0,2.0,6.0,1.4583333333333333,1.0,5.0,1.0,1.0,2.0
101,B1,88.48,1,7.21,6284.958,2566.52,25220.86,30.96,79.4825,7893.275,6558.420999999999,1461.76,38928.92,3.92,22.924999999999997,6210.577499999999,5057.245999999999,2566.52,25220.86,14.35,48.2975,5956.2125,2.5,2.0,5.0,1.0,1.0,4.0,1.1,1.0,2.0,1.0,1.0,1.0
102,A1,70.46,1,8.7,7225.802500000001,7377.59,13589.7,558.33,1013.6925,13589.7,1930.2525,1986.25,3507.16,241.35,409.3425,3507.16,6958.3775000000005,7074.015,13589.7,95.78,442.6925,13589.7,5.5,5.5,7.0,4.0,4.0,7.0,1.75,1.5,3.0,1.0,1.0,2.25
103,B2,96.1,1,6.08,6969.335,736.165,25220.86,7.71,178.87,13287.17,10269.571428571426,630.575,38928.92,30.74,207.655,18984.525,6950.477142857142,644.2349999999999,25220.86,2.57,176.38,13287.17,3.9285714285714284,3.5,12.0,1.0,2.0,4.75,1.3571428571428572,1.0,4.0,1.0,1.0,1.0
104,A1,108.53,0,2.7,5746.3589999999995,1576.23,25983.2,26.61,270.8,9944.6375,5331.865,793.345,19209.05,12.57,435.3075,8482.5175,5653.701,1151.695,25983.2,12.68,251.73999999999998,9944.6375,3.7,4.5,6.0,1.0,2.25,5.0,1.2,1.0,2.0,1.0,1.0,1.0
105,C2,29.36,12,12.49,5342.284545454545,1583.95,32236.5,0.19,38.435,6981.780000000001,7555.06909090909,2429.86,38928.92,0.07,34.695,10106.45,5094.179454545453,1583.95,25220.86,0.17,20.15,6981.780000000001,4.454545454545454,3.0,11.0,1.0,2.0,7.0,1.5272727272727273,1.0,4.0,1.0,1.0,2.0
106,B1,97.11,0,7.42,8894.434285714286,6410.639999999999,22287.83,25.64,813.835,17377.732500000002,6817.254999999999,2926.49,23633.92,35.07,750.675,12800.81,5549.005,1229.77,18188.15,17.16,472.96750000000003,12197.8675,4.357142857142857,4.5,9.0,2.0,3.0,5.0,1.5,1.5,2.0,1.0,1.0,2.0
107,A2,94.07,1,7.02,9024.088823529411,1827.92,25983.2,30.96,690.24,18559.22,6922.090588235294,1480.07,38928.92,5.07,292.43,10862.77,7681.357647058823,1374.43,25983.2,30.95,289.34,12190.4,3.823529411764706,3.0,9.0,1.0,2.0,5.0,1.2352941176470589,1.0,2.0,1.0,1.0,1.0
108,B2,57.52,5,16.83,4870.630416666667,257.15,32236.5,0.22,21.65,6055.71,5626.3125,352.4,38928.92,0.14,6.842499999999999,8598.6625,3280.1575,153.105,25220.86,0.01,7.885000000000001,5522.662499999999,5.333333333333333,4.0,13.0,1.0,3.0,7.5,1.75,1.0,4.0,1.0,1.0,2.25
109,C1,59.81,4,13.12,3940.04,471.82,25220.86,0.36,72.31,3737.75,5375.2008,465.34,38928.92,0.0,52.64,5322.5,3352.307999999999,224.41,25220.86,0.16,15.16,3737.75,4.52,4.0,13.0,1.0,2.0,7.0,1.6,1.0,4.0,1.0,1.0,2.0
110,B2,65.39,2,15.11,6966.981111111111,1209.67,25220.86,5.24,64.71,13652.76,8513.911111111112,896.01,38928.92,15.81,38.45,12800.81,4810.27,234.66,25220.86,2.19,57.65,3737.75,5.888888888888889,6.0,9.0,2.0,2.0,9.0,1.8888888888888888,2.0,3.0,1.0,1.0,2.0
111,C2,78.84,0,13.12,260.11,69.91,649.07,61.35,65.63,359.49,206.06000000000003,180.27,423.18,14.73,97.5,301.725,242.64666666666668,69.91,649.07,8.96,39.435,359.49,3.6666666666666665,3.0,7.0,1.0,2.0,5.0,1.3333333333333333,1.0,2.0,1.0,1.0,1.5
112,C1,52.95,3,13.22,8617.451428571429,1327.9550000000002,25220.86,0.05,18.555,17656.035,12390.096428571427,2706.25,38928.92,0.14,41.432500000000005,21391.015,7356.2971428571445,546.605,25220.86,0.05,7.8725,13389.955,5.357142857142857,5.0,12.0,2.0,2.25,7.0,1.9285714285714286,1.5,5.0,1.0,1.0,2.75
113,B2,69.2,3,15.67,6551.158461538463,103.05000000000001,32236.5,0.41,20.675,8720.38,8946.707307692306,103.38,38928.92,0.14,31.79,14662.3,5354.184230769231,84.66,25220.86,0.0,8.7925,7876.529999999999,5.730769230769231,5.0,14.0,2.0,3.0,7.75,1.7307692307692308,1.0,4.0,1.0,1.0,2.0
114,B2,87.72,4,9.97,6334.4821875,1039.93,25220.86,0.94,75.2125,12448.5325,7498.2671875,1013.885,38928.92,0.07,82.345,12988.2775,5544.8478125,873.02,25220.86,0.55,27.2425,12113.315,4.625,4.0,11.0,1.0,2.0,7.25,1.46875,1.0,4.0,1.0,1.0,2.0
115,C2,41.28,9,16.37,2966.509743589743,407.75,13652.76,0.4,48.84,4304.24,4278.350512820514,718.18,20879.73,1.55,72.36500000000001,6734.965,2912.2338461538466,315.49,13652.76,0.01,10.625,4304.24,5.461538461538462,5.0,11.0,1.0,3.0,7.5,1.7435897435897436,1.0,4.0,1.0,1.0,2.0
116,A2,100.41,1,7.54,3996.9165000000003,826.28,25220.86,2.83,72.36500000000001,4426.157499999999,5947.8285,1230.37,38928.92,2.97,121.775,6909.4925,3941.3590000000004,826.28,25220.86,2.83,53.9625,4426.157499999999,3.25,3.0,6.0,1.0,2.0,5.0,1.05,1.0,2.0,1.0,1.0,1.0
117,B2,69.7,1,14.72,4174.149166666667,181.04,32236.5,0.43,23.627499999999998,2139.7075,3277.8216666666663,130.78,19209.05,1.55,15.915000000000001,1812.435,1661.9391666666663,75.32,12190.4,0.26,14.18,1960.1025,5.083333333333333,5.0,12.0,1.0,3.75,6.25,1.9166666666666667,1.5,4.0,1.0,1.0,3.0
118,C1,33.92,4,21.61,2218.21,191.19,12909.08,0.04,78.26,2516.71,3564.939090909091,218.38,20879.73,0.88,3.92,4063.41,2174.868181818182,177.81,12909.08,0.04,78.26,2355.095,3.5454545454545454,2.0,10.0,1.0,1.5,5.0,1.2727272727272727,1.0,3.0,1.0,1.0,1.0
119,C1,85.44,2,12.62,3536.021818181818,1222.51,14946.48,2.06,16.09,5868.57,4814.5136363636375,1547.5,23633.92,4.8,43.51,6544.795,2865.1890909090907,725.09,14946.48,0.06,5.51,3736.1800000000003,5.363636363636363,4.0,10.0,2.0,3.5,7.5,1.5454545454545454,1.0,3.0,1.0,1.0,2.0
120,C2,97.11,1,12.35,3730.740714285714,1353.75,32236.5,2.39,78.755,1771.4925,3328.16,990.505,15085.47,1.55,113.88749999999999,3402.7825000000003,1346.7414285714283,309.985,8720.38,0.35,25.39,1710.7525,5.0,4.5,10.0,2.0,3.0,6.0,1.4285714285714286,1.0,4.0,1.0,1.0,1.75
121,B2,55.75,6,13.36,5743.05303030303,943.56,32236.5,0.36,40.16,5689.68,7415.2893939393925,1244.66,38928.92,1.15,78.38,8732.57,4674.252424242425,293.82,25220.86,0.14,19.48,4772.12,5.181818181818182,4.0,12.0,2.0,2.0,7.0,1.6363636363636365,1.0,5.0,1.0,1.0,2.0
122,C1,83.41,2,11.3,3062.8600000000006,524.63,13572.4,2.65,24.68,4772.12,2558.5346153846153,579.19,10624.93,1.55,27.77,3867.84,1516.8830769230772,187.56,6055.71,0.33,8.01,3330.88,4.923076923076923,4.0,10.0,1.0,3.0,6.0,1.5384615384615385,1.0,3.0,1.0,1.0,2.0
123,A2,90.77,0,9.03,5075.239285714286,1281.755,25983.2,21.43,91.0475,5543.3075,5021.000000000002,750.0,23633.92,2.91,45.9975,8338.715,5030.274285714287,1057.5900000000001,25983.2,21.43,71.7975,5543.3075,2.7142857142857144,2.0,6.0,1.0,2.0,3.75,1.0714285714285714,1.0,2.0,1.0,1.0,1.0
124,C1,34.94,12,15.27,5609.289210526315,76.86,25220.86,0.57,20.36,12729.41,7307.574736842104,153.48,38928.92,0.54,15.1025,13581.619999999999,5007.954736842105,73.82,25220.86,0.1,8.147499999999999,10912.4375,4.921052631578948,3.5,13.0,1.0,2.0,8.0,1.7894736842105263,1.0,4.0,1.0,1.0,3.0
125,C2,50.93,13,13.36,4249.108636363637,276.47,25220.86,0.06,23.205,6055.71,6026.295075757575,442.03,38928.92,1.69,26.7425,8993.3475,3973.4457575757574,78.6,25220.86,0.0,7.315,6055.71,4.537878787878788,4.0,13.0,1.0,2.0,6.25,1.4318181818181819,1.0,4.0,1.0,1.0,2.0
126,A2,108.28,0,-2.38,2858.113333333333,4100.9,4394.7,78.74,2089.8199999999997,4247.799999999999,3453.4900000000002,3315.95,6882.16,162.36,1739.155,5099.055,2601.306666666667,3330.88,4394.7,78.34,1704.6100000000001,3862.79,4.0,3.0,7.0,2.0,2.5,5.0,1.3333333333333333,1.0,2.0,1.0,1.0,1.5
127,B2,76.05,1,12.17,2729.2361538461532,486.96,13652.76,7.0,32.15,4100.9,3042.366153846154,572.84,18310.95,14.12,132.84,3315.95,2629.395384615384,128.91,13652.76,5.61,22.31,3330.88,5.230769230769231,6.0,9.0,2.0,3.0,7.0,1.6923076923076923,2.0,3.0,1.0,1.0,2.0
128,C1,-0.85,18,16.38,6028.878507462687,893.51,32236.5,0.14,16.48,10455.39,7565.330447761193,614.8,38928.92,0.0,9.125,12800.81,4665.83671641791,198.16,25220.86,0.01,9.350000000000001,6714.73,5.029850746268656,4.0,13.0,1.0,2.0,8.0,1.835820895522388,1.0,5.0,1.0,1.0,2.0
129,A1,98.89,0,2.64,3265.888,1106.8,12087.62,77.73,108.54,2948.75,3692.204,1541.96,13550.68,83.99,113.04,3171.35,2744.8100000000004,573.72,12087.62,43.78,108.54,910.39,4.2,4.0,6.0,2.0,4.0,5.0,1.4,1.0,2.0,1.0,1.0,2.0
130,B2,82.39,2,9.04,4363.1221428571425,223.19,32236.5,3.69,42.4025,1222.6975,4561.510714285714,200.51,20879.73,1.89,18.33,3575.6749999999997,2101.720714285714,151.045,12909.08,0.04,16.740000000000002,1146.6375,4.214285714285714,4.5,9.0,1.0,2.0,5.75,1.5,1.0,3.0,1.0,1.0,2.0
131,B1,105.23,1,6.25,4078.078333333333,2268.7200000000003,14946.48,0.43,484.41499999999996,4388.035,5079.0199999999995,1286.085,23633.92,0.74,266.63750000000005,3576.8724999999995,3600.795,837.015,14946.48,0.14,129.07,4027.5274999999997,4.0,3.5,9.0,1.0,2.0,5.0,1.3333333333333333,1.0,3.0,1.0,1.0,1.0
132,B1,86.71,1,10.38,5434.456111111112,1270.495,25220.86,17.82,194.395,8587.0725,6353.093888888889,1782.67,38928.92,68.99,195.45499999999998,7881.674999999999,4037.3849999999998,1120.27,25220.86,11.71,97.4,5282.8725,4.555555555555555,4.5,8.0,1.0,3.0,5.75,1.2222222222222223,1.0,2.0,1.0,1.0,1.0
133,B1,56.51,5,12.94,8033.537499999999,1401.9299999999998,32236.5,3.43,77.56,13605.465,9237.689166666665,828.5150000000001,38928.92,0.07,115.99749999999999,15891.84,6141.924583333333,665.28,25220.86,1.41,68.1125,12370.07,4.0,3.0,8.0,1.0,2.0,7.0,1.5,1.0,3.0,1.0,1.0,2.0
134,C2,44.07,6,12.89,7322.615333333333,2238.0499999999997,32236.5,2.69,11.985,13287.17,9957.526999999996,3590.505,38928.92,2.16,21.6175,17504.58,6893.512,2238.0499999999997,25220.86,1.0,7.65,13287.17,5.1,4.5,14.0,1.0,2.0,7.75,1.8,1.0,5.0,1.0,1.0,2.0
135,B2,74.27,2,11.43,4770.387727272727,849.67,22287.83,2.76,161.02249999999998,8517.2475,5543.915,964.525,20879.73,2.16,128.715,9389.762499999999,4326.551363636364,839.93,18188.15,1.85,47.0,8517.2475,4.954545454545454,4.0,12.0,1.0,3.0,6.75,1.7272727272727273,1.0,4.0,1.0,1.0,2.0
136,A2,84.68,1,6.56,4931.3116666666665,828.4649999999999,25220.86,22.07,331.75,7312.005,5530.048888888889,1389.595,38928.92,1.55,357.415,3776.66,3469.0988888888887,787.22,25220.86,22.07,235.8375,3081.0775,3.4444444444444446,4.0,7.0,1.0,2.0,4.75,1.3333333333333333,1.0,2.0,1.0,1.0,2.0
137,C1,87.72,2,12.87,6617.961428571429,2992.06,32236.5,1.44,17.8125,11212.315,6856.858571428572,2527.905,23633.92,7.3,42.175000000000004,12346.1525,5684.042142857142,2920.065,19417.69,1.44,14.467500000000001,11212.315,4.928571428571429,3.0,13.0,2.0,2.0,7.25,1.5,1.0,3.0,1.0,1.0,1.75
138,C1,97.37,1,9.23,4661.981428571428,1061.92,25220.86,0.82,52.09,7907.85,7001.915238095236,1341.76,38928.92,2.91,57.77,10624.93,4577.582857142857,635.22,25220.86,0.73,19.75,7907.85,4.571428571428571,4.0,11.0,1.0,3.0,6.0,1.380952380952381,1.0,4.0,1.0,1.0,1.0
139,B2,75.29,2,11.72,4272.779523809524,1913.83,25220.86,0.54,55.88,5689.68,5928.508095238096,1466.42,38928.92,0.07,159.26,8732.57,4126.577619047619,213.97,25220.86,0.54,19.21,5689.68,5.0,4.0,10.0,2.0,3.0,7.0,1.5714285714285714,1.0,3.0,1.0,1.0,2.0
140,A1,111.83,0,6.14,8089.157857142859,3904.365,32236.5,30.1,81.83,13466.84,10188.354285714286,7176.01,38928.92,3.92,158.535,17504.58,7165.204285714286,3904.365,25220.86,16.86,62.660000000000004,13466.84,3.7857142857142856,3.0,8.0,1.0,2.0,5.5,1.1428571428571428,1.0,2.0,1.0,1.0,1.0
141,A2,108.53,0,6.18,7729.678,4310.715,25983.2,148.62,871.4275,10656.727499999999,6639.979999999999,5153.719999999999,19209.05,157.5,601.4875,10803.310000000001,6635.806,3925.705,25983.2,83.47,264.445,10656.727499999999,4.3,3.5,9.0,1.0,2.25,6.0,1.3,1.0,2.0,1.0,1.0,1.75
142,B2,57.02,4,17.36,3709.8643902439017,116.51,25220.86,0.93,13.65,6055.71,5393.05243902439,141.69,38928.92,1.22,17.64,6501.82,3167.3639024390245,41.32,25220.86,0.22,2.03,4062.45,5.512195121951219,5.0,12.0,1.0,3.0,7.0,1.4878048780487805,1.0,4.0,1.0,1.0,2.0
143,C1,64.12,3,12.83,5381.038064516129,372.72,32236.5,0.59,71.545,5603.1,7246.759032258064,627.57,38928.92,2.84,68.38,8514.325,4900.858387096774,313.71,25220.86,0.06,38.14,5517.33,4.774193548387097,4.0,15.0,1.0,2.0,6.0,1.4838709677419355,1.0,5.0,1.0,1.0,1.0
144,C1,56.76,3,13.76,3219.539285714286,286.73,25220.86,0.75,16.995,3713.105,4611.595357142857,299.935,38928.92,2.43,46.57,5638.8175,3168.491785714286,102.32,25220.86,0.75,8.0775,3713.105,5.0,5.0,9.0,2.0,3.0,7.0,1.5357142857142858,1.0,3.0,1.0,1.0,2.0
145,A1,109.55,0,5.42,8398.49111111111,5524.47,22287.83,288.64,655.75,14946.48,7019.3933333333325,4838.38,23633.92,297.64,413.31,8795.14,6891.788888888889,4658.59,18188.15,160.13,655.75,13357.03,4.222222222222222,4.0,8.0,2.0,2.0,6.0,1.2222222222222223,1.0,2.0,1.0,1.0,1.0
146,A2,108.28,0,-2.38,4655.093333333333,1589.92,12190.4,184.96,887.44,6890.16,6833.150000000001,1120.81,19209.05,169.59,645.2,10164.93,4655.093333333333,1589.92,12190.4,184.96,887.44,6890.16,4.0,4.0,7.0,1.0,2.5,5.5,1.3333333333333333,1.0,2.0,1.0,1.0,1.5
147,C2,31.64,9,19.45,2884.6491428571426,98.31,25220.86,0.01,20.41,2971.225,4189.9808571428575,200.14,38928.92,0.74,17.165,2703.7200000000003,2873.798,78.26,25220.86,0.01,8.685,2971.225,5.3428571428571425,5.0,14.0,1.0,2.5,8.0,1.8285714285714285,1.0,5.0,1.0,1.0,3.0
148,B2,94.57,0,7.1,16173.49,16173.49,32236.5,110.48,8141.985,24204.995,7575.74,7575.74,15085.47,66.01,3820.875,11330.605,51.519999999999996,51.519999999999996,80.99,22.05,36.785,66.255,6.5,6.5,7.0,6.0,6.25,6.75,2.0,2.0,2.0,2.0,2.0,2.0
149,C2,66.66,3,12.69,6223.155333333332,726.44,25220.86,0.7,58.225,10861.279999999999,8588.69,329.12,38928.92,2.23,27.705000000000002,11819.970000000001,5760.372000000001,726.44,25220.86,0.58,30.16,8119.98,4.8,4.0,11.0,1.0,2.0,5.5,1.6666666666666667,1.0,4.0,1.0,1.0,2.0
150,A1,129.34,0,-1.46,10451.2675,7783.295,25983.2,255.28,1499.1924999999999,16735.37,7732.1975,6164.595,18310.95,288.65,1171.9775,12724.815,10077.965,7042.13,25983.2,244.4,384.725,16735.37,3.75,3.5,6.0,2.0,2.0,5.25,1.0,1.0,1.0,1.0,1.0,1.0
151,C2,71.99,3,13.45,3569.8073333333327,156.77,25220.86,5.71,19.060000000000002,4247.799999999999,5638.715333333333,256.01,38928.92,3.92,13.375,5307.295,3511.4786666666664,110.36,25220.86,0.8,7.565,3862.79,4.333333333333333,3.0,14.0,1.0,2.0,6.5,1.4,1.0,4.0,1.0,1.0,1.5
152,A1,74.78,1,10.74,6574.64375,2881.41,25983.2,51.34,852.0799999999999,7230.5625,6038.02375,1924.965,23633.92,59.66,1133.6675,8937.7525,6322.235000000001,2211.355,25983.2,50.32,344.895,7230.5625,4.625,4.5,8.0,2.0,2.75,6.25,1.5,1.0,3.0,1.0,1.0,2.0
153,A2,99.14,1,5.03,8733.9575,3337.1949999999997,25220.86,12.91,1031.05,16222.4125,12595.411666666669,3094.26,38928.92,25.88,1147.8025,21606.2975,8671.344166666666,3337.1949999999997,25220.86,6.75,904.5625,16222.4125,4.0,4.5,8.0,2.0,2.0,5.0,1.3333333333333333,1.0,3.0,1.0,1.0,1.25
154,C2,35.95,10,17.47,5178.03394736842,657.335,32236.5,0.03,59.7475,6055.71,6816.740526315789,641.995,38928.92,0.14,3.9375,10624.93,4327.1607894736835,310.06,25220.86,0.0,24.2825,5964.2025,4.7105263157894735,3.0,13.0,1.0,2.0,7.0,1.631578947368421,1.0,5.0,1.0,1.0,2.0
155,C1,43.82,5,20.31,5745.187826086957,315.49,25220.86,0.2,52.685,7388.045,8956.939130434785,291.49,38928.92,0.54,60.74,12643.615,5671.465217391305,148.66,25220.86,0.14,25.905,7388.045,6.0,4.0,13.0,2.0,2.0,9.5,1.9565217391304348,1.0,5.0,1.0,1.0,2.0
156,A1,128.33,0,0.32,7073.5740000000005,2346.9,25983.2,288.64,2090.54,4658.59,4437.688,1667.16,10862.77,413.31,949.12,8296.08,7014.411999999999,2346.9,25983.2,263.93,1819.44,4658.59,3.8,4.0,7.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0
157,C2,59.04,3,12.25,1753.315,386.77,7907.85,0.97,5.355,2593.525,3091.9849999999997,1601.355,9587.97,1.82,19.9,5637.295,1751.6737500000002,382.85499999999996,7907.85,0.35,3.755,2593.525,5.5,4.5,10.0,2.0,3.0,8.25,1.875,1.0,4.0,1.0,1.0,3.0
158,A1,95.84,1,2.86,6254.787142857143,1061.92,25220.86,8.34,50.940000000000005,8695.255000000001,9136.874285714284,1341.76,38928.92,3.92,25.035,11816.725,6192.421428571428,635.22,25220.86,8.34,46.010000000000005,8695.255000000001,4.0,2.0,10.0,1.0,2.0,5.5,1.4285714285714286,1.0,3.0,1.0,1.0,1.5
159,C1,69.2,3,13.12,5337.810399999999,229.36,25220.86,0.3,29.53,7907.85,6733.6188,99.73,38928.92,1.96,45.0,9587.97,3803.5360000000005,54.68,25220.86,0.23,16.13,5344.98,4.8,3.0,10.0,1.0,2.0,8.0,1.64,1.0,3.0,1.0,1.0,2.0
160,C2,94.07,1,7.02,5178.857647058823,1009.01,25220.86,0.69,117.37,6055.71,7202.425882352943,949.12,38928.92,19.53,156.22,9587.97,4956.19294117647,117.37,25220.86,0.42,4.89,6055.71,4.235294117647059,4.0,9.0,2.0,3.0,5.0,1.2941176470588236,1.0,3.0,1.0,1.0,1.0
161,A1,107.26,0,0.0,16838.1725,20237.99,25983.2,893.51,13864.490000000002,23211.6725,8528.65,9828.955,13841.89,614.8,6750.054999999999,11607.55,14474.2275,15772.59,25983.2,368.53,10109.905,20136.912500000002,4.0,2.5,9.0,2.0,2.0,4.5,1.25,1.0,2.0,1.0,1.0,1.25
162,C2,11.6,12,10.06,5028.039569892474,1374.43,32236.5,0.62,78.26,8720.38,7022.96053763441,1032.7,38928.92,0.54,114.93,14662.3,4442.489032258065,1058.64,25220.86,0.15,20.07,7078.55,4.118279569892473,4.0,11.0,1.0,2.0,6.0,1.3333333333333333,1.0,3.0,1.0,1.0,1.0
